base_intent_id,domain,model_name,group_response_count,group_core_sensitivity,group_semantic_sensitivity,group_claim_risk_proxy,group_recommendation_instability,group_token_ceiling_rate
MARK_M01,Marketing,Claude,10,0.6029901425675583,0.4281837930056648,0.8400000000000001,0.9700583818710418,0.1
MARK_M01,Marketing,Gemini,10,0.5818832478931166,0.36643332183834293,0.8550000000000001,0.9826186741057743,0.0
MARK_M02,Marketing,ChatGPT,10,0.39363588796356586,0.1373789582788119,0.375,0.9827937979321527,0.7
MARK_M02,Marketing,Claude,10,0.4924041188809646,0.18792547655756775,0.6,0.9969541910331383,0.1
MARK_M02,Marketing,Gemini,10,0.4227936513192197,0.13919289042770114,0.77,0.9312770562770563,0.0
MARK_M03,Marketing,ChatGPT,10,0.5264703892768087,0.32843554498698424,0.915,0.9913768778872956,0.7
MARK_M03,Marketing,Claude,10,0.6229085137720368,0.3769369163059641,0.8699999999999999,0.9994089834515366,0.0
MARK_M03,Marketing,Gemini,10,0.5764197976676805,0.3445751787671189,0.8699999999999999,0.9955119825708061,0.0
MARK_M04,Marketing,ChatGPT,10,0.5340984216524088,0.27582238458988106,0.7,0.9949618474112869,0.4
MARK_M04,Marketing,Claude,10,0.5652363284321593,0.31189664850260124,0.475,0.9991582491582491,0.0
MARK_M04,Marketing,Gemini,10,0.5304012759651471,0.2576965766335567,0.7849999999999999,1.0,0.0
MARK_M05,Marketing,ChatGPT,10,0.43864190808765324,0.21222187533386333,0.8099999999999999,0.9902637824146466,0.7
MARK_M05,Marketing,Claude,10,0.5538099766967317,0.29379996301766326,0.67,1.0,0.0
MARK_M05,Marketing,Gemini,10,0.48407082863048345,0.22091902871943098,0.8,0.9944444444444444,0.0
MARK_M06,Marketing,ChatGPT,10,0.4964767340858211,0.27083079371704144,0.885,0.9995210727969348,0.8
MARK_M06,Marketing,Claude,10,0.5686884660533098,0.370648961323813,0.5,1.0,0.0
MARK_M06,Marketing,Gemini,10,0.5428120377782548,0.28694072026868966,0.825,1.0,0.0
MARK_M07,Marketing,ChatGPT,10,0.3702192928455288,0.10023390211114587,0.8699999999999999,0.942946192854719,0.9
MARK_M07,Marketing,Claude,10,0.46526866097814645,0.1837191863851539,0.7,0.9760707679943922,0.0
MARK_M07,Marketing,Gemini,10,0.4305378833415097,0.1500814411844654,0.825,0.9307788199454865,0.0
MARK_M08,Marketing,ChatGPT,10,0.37951712055097886,0.0931541490189943,0.53,0.9889294352241593,0.4
MARK_M08,Marketing,Claude,10,0.46047886085086065,0.16178632495958403,0.53,0.9992559523809523,0.1
MARK_M08,Marketing,Gemini,10,0.3839410578228641,0.1150811964204667,0.885,0.9900793650793651,0.0
MARK_M09,Marketing,ChatGPT,10,0.4989928380025028,0.2967366387835882,0.915,0.9972606949815707,0.7
MARK_M09,Marketing,Claude,10,0.6146869762465773,0.4170112906795479,0.7849999999999999,0.9966032197542819,0.1
MARK_M09,Marketing,Gemini,10,0.5889363122279875,0.3490179918744999,0.77,0.9986111111111112,0.0
MARK_M10,Marketing,ChatGPT,10,0.5543240412287057,0.2918763897602698,0.77,0.991831195912575,0.6
MARK_M10,Marketing,Claude,10,0.6317520692083944,0.3979026397425511,0.67,1.0,0.1
MARK_M10,Marketing,Gemini,10,0.5698026930828284,0.3203204496670747,0.725,1.0,0.0
MARK_M11,Marketing,ChatGPT,10,0.4442388019758359,0.18523220729846895,0.755,0.9968418774017329,0.8
MARK_M11,Marketing,Claude,10,0.5477882821517617,0.29523815967660966,0.78,0.9913165266106443,0.1
MARK_M11,Marketing,Gemini,10,0.4746556489133817,0.2251869989278054,0.85,0.9960317460317462,0.0
MARK_M12,Marketing,ChatGPT,9,0.4733947446275308,0.23913755181046145,0.7,0.9910961627057016,0.7777777777777778
MARK_M12,Marketing,Claude,10,0.5824446880600639,0.34811718977449435,0.53,0.9736282359002093,0.0
MARK_M12,Marketing,Gemini,10,0.5665555420803927,0.3625145602495423,0.72,0.9984126984126984,0.0
MARK_M13,Marketing,ChatGPT,10,0.3534175801441589,0.10699724618858639,0.39,0.991305055425723,0.7
MARK_M13,Marketing,Claude,10,0.4936846579103583,0.20101769479299966,0.445,1.0,0.0
MARK_M13,Marketing,Gemini,10,0.4535051658153235,0.16627314629778445,0.755,0.8050945786239904,0.0
MARK_M14,Marketing,ChatGPT,10,0.48157412596434135,0.241106425433749,0.8699999999999999,0.9964093763303532,0.8
MARK_M14,Marketing,Claude,10,0.5666418274683679,0.29413538180319765,0.8550000000000001,0.9993540051679586,0.0
MARK_M14,Marketing,Gemini,10,0.49751552586064623,0.24748413421396812,0.8150000000000001,1.0,0.0
MARK_M15,Marketing,ChatGPT,10,0.5138884684441792,0.28324666900650436,0.8,0.9856495788802552,0.5
MARK_M15,Marketing,Claude,10,0.5814061746489363,0.3348439415234524,0.6849999999999999,0.9987684729064039,0.1
MARK_M15,Marketing,Gemini,10,0.580390839301614,0.34922318366969984,0.74,1.0,0.0
MARK_M16,Marketing,ChatGPT,10,0.4403323014137402,0.16025055502654173,0.53,0.9990421455938697,0.9
MARK_M16,Marketing,Claude,10,0.5348405691528645,0.271473991028941,0.29,0.9987244897959184,0.1
MARK_M16,Marketing,Gemini,10,0.45918094626352246,0.20146958546876545,0.725,0.9812925170068028,0.0
MARK_M17,Marketing,ChatGPT,10,0.45464843224357326,0.20515321957669505,0.73,0.9950900777790311,0.6
MARK_M17,Marketing,Claude,10,0.5296938006210405,0.27420048191047997,0.39,1.0,0.0
MARK_M17,Marketing,Gemini,10,0.5165105989218984,0.24719822934280494,0.8699999999999999,0.9836867607700941,0.0
